,Unnamed: 0,Strain,Type_raw,Effects_raw,Ailment_raw,Flavor_raw,Description_raw,labels,Type_lemma,Effects_lemma,Ailment_lemma,Flavor_lemma,Description_lemma,alltext
10,10,3X Crazy,Indica,"Happy, Euphoric, Paranoid, Relaxed, Creative, Anxious, Uplifted, Mouth, Dry, Tingly","Stress, Pain, Lack, Appetite, Insomnia, Depression","Earthy, Sweet, Grape"," Also known as Optimus Prime, the indica-dominant 3X Crazy is a three-way cross between OG Kush, Bubba Kush, and Granddaddy Purple. Its aroma is comprised of sweet grape, spicy pepper, and earthy notes passed on by its Bubba Kush parent. This indica will leave you sedated with soothing full-body effects, but not before a brief phase of clear-headed cerebral psychoactivity. The relaxing effects induced by 3X Crazy can be used to treat a variety of severe symptoms, some of which include pain, spasms, tension, and insomnia. ",4,['Indica'],"['tingly', 'happy', 'dry', 'anxious', 'creative', 'paranoid', 'relaxed', 'euphoric', 'Mouth', 'Uplifted']","['pain', 'lack', 'stress', 'Depression', 'Appetite', 'Insomnia']","['earthy', 'Grape', 'Sweet']","[' ', 'know', 'Optimus', 'Prime', 'indica', 'dominant', '3X', 'Crazy', 'way', 'cross', 'OG', 'Kush', 'Bubba', 'Kush', 'Granddaddy', 'Purple', 'aroma', 'comprise', 'sweet', 'grape', 'spicy', 'pepper', 'earthy', 'note', 'pass', 'Bubba', 'Kush', 'parent', 'indica', 'leave', 'sedated', 'soothe', 'body', 'effect', 'brief', 'phase', 'clear', 'headed', 'cerebral', 'psychoactivity', 'relax', 'effect', 'induce', '3X', 'Crazy', 'treat', 'variety', 'severe', 'symptom', 'include', 'pain', 'spasm', 'tension', 'insomnia', '  ']","['cerebral', 'spicy', 'Spasm', 'Body', 'Headed', '  ', 'Depression', 'Brief', 'Psychoactivity', 'Sweet', 'Pepper', 'soothe', '\xa0 ', 'Relaxed', 'Comprise', 'Bubba', 'Sedated', 'Effect', 'Uplifted', 'Parent', 'Include', 'tension', 'stress', 'Tingly', 'happy', 'dry', 'anxious', 'note', 'know', 'clear', 'phase', 'relax', 'treat', 'Indica', 'Optimus', 'Appetite', 'Granddaddy', 'Grape', 'way', 'Crazy', 'leave', 'induce', 'Pain', 'Symptom', 'Cross', 'Kush', 'Insomnia', 'creative', 'euphoric', 'Pass', 'lack', 'Purple', 'Aroma', ' ', 'Earthy', 'Variety', 'paranoid', 'dominant', 'severe', 'Mouth', 'Og', '3X', 'Prime']"
11,11,501St Og,Hybrid,"Happy, Euphoric, Relaxed, Sleepy, Talkative",,"Earthy, Skunk, Pine","501st OG, bred by Rare Dankness, is an indica-dominant hybrid that crosses Skywalker OG with Rare Dankness #1. The colorful flowers are tinged with a wide spectrum of green, blue, red, and purple hues that give off a deep piney kush aroma that mixes with the sweetness of grape flavors. The potent indica effects make 501st OG a great nighttime strain to help with pain relief and trouble sleeping.",5,['hybrid'],"['happy', 'sleepy', 'talkative', 'relaxed', 'euphoric']",[],"['earthy', 'Pine', 'Skunk']","['501st', 'OG', 'breed', 'rare', 'dankness', 'indica', 'dominant', 'hybrid', 'cross', 'Skywalker', 'OG', 'rare', 'dankness', '1', 'colorful', 'flower', 'tinge', 'wide', 'spectrum', 'green', 'blue', 'red', 'purple', 'hue', 'deep', 'piney', 'kush', 'aroma', 'mix', 'sweetness', 'grape', 'flavor', 'potent', 'indica', 'effect', '501st', 'OG', 'great', 'nighttime', 'strain', 'help', 'pain', 'relief', 'trouble', 'sleep']","['dankness', 'tinge', 'Hybrid', 'Green', 'rare', 'relaxed', 'wide', 'Effect', 'Skunk', 'Sleep', 'Happy', 'Mix', 'Colorful', 'Relief', 'sleepy', 'Indica', 'Sweetness', 'Grape', 'Nighttime', 'Breed', 'Pain', 'great', 'Blue', 'Pine', 'Strain', 'Cross', 'Help', 'Hue', '501st', 'Piney', 'euphoric', 'deep', 'Red', 'Skywalker', 'Spectrum', 'Potent', 'Flower', 'Purple', 'Aroma', 'flavor', 'trouble', 'earthy', 'talkative', 'dominant', '1', 'Og', 'Kush']"
12,12,5Th Element,"Hybrid, Indica","Happy, Focused, Euphoric, Relaxed, Creative, Arouse, Uplifted, Tingly","Stress, Pain, Lack, Appetite, Depression","Earthy, Wood, Sweet, Pine"," Elemental Seeds crossed Blackberry with All Spark OG to create this impressive strain. 5th Element produces huge yields of sticky buds that feature a powerful earthy, lemony smell and flavor. The effects are quite strong with a good mix of cerebral and body highs.",2,"['Indica', 'Hybrid']","['tingly', 'happy', 'Creative', 'focused', 'relaxed', 'euphoric', 'arouse', 'uplifted']","['pain', 'lack', 'stress', 'Depression', 'appetite']","['earthy', 'Pine', 'Woody', 'sweet']","[' ', 'Elemental', 'Seeds', 'cross', 'Blackberry', 'Spark', 'OG', 'create', 'impressive', 'strain', '5th', 'Element', 'produce', 'huge', 'yield', 'sticky', 'bud', 'feature', 'powerful', 'earthy', 'lemony', 'smell', 'flavor', 'effect', 'strong', 'good', 'mix', 'cerebral', 'body', 'high']","['good', 'cerebral', 'Body', 'Elemental', '  ', 'Depression', 'Hybrid', 'sweet', 'create', 'Blackberry', 'Produce', 'Focused', 'yield', 'relaxed', 'powerful', 'Effect', 'Uplifted', 'arouse', 'Stress', 'Tingly', 'Happy', 'Impressive', 'Mix', 'Indica', 'Appetite', 'feature', 'strong', 'element', 'Pain', 'Spark', 'high', 'Pine', 'Strain', 'Cross', '5th', 'lemony', 'huge', 'Smell', 'creative', 'euphoric', 'sticky', 'lack', 'Seeds', 'Bud', ' ', 'Woody', 'Flavor', 'Earthy', 'Og']"
13,13,6,Hybrid,"Focused, Happy, Paranoid, Hungry, Energetic, Creative, Anxious, Mouth, Dry","Inflammation, Depression, Stress","Lemon, Citrus",,5,['hybrid'],"['energetic', 'happy', 'dry', 'anxious', 'focused', 'paranoid', 'hungry', 'creative', 'Mouth']","['inflammation', 'depression', 'stress']","['lemon', 'Citrus']",[],"['energetic', 'Stress', 'Happy', 'dry', 'anxious', 'depression', ' ', 'Hybrid', 'focused', 'paranoid', 'Citrus', 'hungry', 'creative', 'Mouth', 'Lemon', 'inflammation']"
14,14,707 Headband,Hybrid,"Happy, Euphoric, Creative, Uplifted, Talkative",,"Earthy, Wood, Pungent","This strain emerged from the Humboldt County, California and that area’s telephone area code is the source of its numerical moniker. It’s a cross between Sour Diesel, OG Kush and Master Kush. 707 Headband plants flower in 9 to 11 weeks and usually have large yields. An indica dominant hybrid, this strain is known to have high THC levels and can be strong, but it’s balanced enough to leave most users feeling “heady” and creative rather than sleepy. Because of this, it’s often used to treat tension and anxiety.",5,['hybrid'],"['happy', 'creative', 'talkative', 'euphoric', 'uplifted']",[],"['earthy', 'pungent', 'woody']","['strain', 'emerge', 'Humboldt', 'County', '  ', 'California', 'area', 'telephone', 'area', 'code', 'source', 'numerical', 'moniker', 'cross', 'Sour', 'Diesel', 'OG', 'Kush', 'Master', 'Kush', '707', 'headband', 'plant', 'flower', '9', '11', 'week', 'usually', 'large', 'yield', 'indica', 'dominant', 'hybrid', 'strain', 'know', 'high', 'thc', 'level', 'strong', 'balanced', 'leave', 'user', 'feel', 'heady', 'creative', 'sleepy', 'treat', 'tension', 'anxiety']","['moniker', '  ', 'Balanced', 'Hybrid', 'County', 'Master', 'Emerge', 'California', 'Yield', 'Plant', 'Feel', 'Area', 'Uplifted', 'User', 'tension', 'Happy', 'Code', '707', 'Week', 'Diesel', 'know', 'Treat', 'sleepy', 'numerical', 'Indica', 'usually', 'strong', 'level', 'leave', 'high', 'pungent', 'Humboldt', 'Strain', 'large', 'Anxiety', 'Cross', 'Kush', 'creative', 'Euphoric', 'Flower', 'Thc', 'Woody', 'source', 'earthy', 'talkative', 'Telephone', 'Headband', '11', 'Dominant', 'heady', '9', 'Og', 'sour']"
15,15,8 Ball Kush,Indica,"Happy, Euphoric, Paranoid, Relaxed, Hungry, Creative, Uplifted, Mouth, Dry","Inflammation, Depression, Insomnia, Pain","Earthy, Citrus, Pine"," Bred by Barney’s Farm, 8 Ball Kush is a pure indica variety descended from an Afghani landrace strain. Like many other cannabis varieties that come from the Hindu Kush region, 8 Ball Kush produces large amounts of crystal resin that blanket the buds. Its aroma is earthy and spicy, and you may find its effects to be more cerebrally stimulating than the average indica. A hardy and resilient plant, 8 Ball Kush has a 50 to 60 day flowering time indoors while outdoor gardens finish at the end of September.",4,['Indica'],"['happy', 'dry', 'creative', 'relaxed', 'paranoid', 'hungry', 'euphoric', 'Mouth', 'Uplifted']","['pain', 'Depression', 'Insomnia', 'inflammation']","['earthy', 'Pine', 'Citrus']","[' ', 'breed', 'Barney', 'Farm', '8', 'Ball', 'Kush', 'pure', 'indica', 'variety', 'descend', 'afghani', 'landrace', 'strain', 'like', 'cannabis', 'variety', 'come', 'Hindu', 'Kush', 'region', '8', 'Ball', 'Kush', 'produce', 'large', 'amount', 'crystal', 'resin', 'blanket', 'bud', 'aroma', 'earthy', 'spicy', 'find', 'effect', 'cerebrally', 'stimulating', 'average', 'indica', 'hardy', 'resilient', 'plant', '8', 'Ball', 'Kush', '50', '60', 'day', 'flower', 'time', 'indoors', 'outdoor', 'garden', 'finish', 'end', 'September']","['spicy', 'find', 'region', 'End', 'Farm', 'Stimulating', '  ', 'Depression', 'Produce', 'Relaxed', 'Plant', 'Effect', 'Uplifted', 'come', 'Hardy', '50', 'Happy', 'dry', 'resilient', 'pure', '8', 'Indica', 'Cannabis', 'Hindu', 'cerebrally', 'September', 'Finish', 'Time', 'Indoors', 'Pain', 'Breed', 'Landrace', 'average', 'Pine', 'Strain', 'large', 'Day', 'descend', 'Garden', 'Insomnia', 'Hungry', 'euphoric', 'creative', 'resin', 'Blanket', 'Flower', 'Bud', 'Outdoor', 'Aroma', ' ', 'Crystal', 'Earthy', 'Variety', 'Ball', 'paranoid', 'Citrus', 'Barney', 'Afghani', '60', 'Mouth', 'inflammation', 'like', 'Kush']"
16,16,818 Og,Indica,"Happy, Giggly, Euphoric, Relaxed, Uplifted, Mouth, Dry, Sleepy","Inflammation, Depression, Insomnia, Pain","Earthy, Diesel, Floral"," Named after the telephone area code of the San Fernando Valley in Los Angeles, 818 OG is an OG Kush strain popular with patients for treating pain, loss of appetite, and insomnia. Not to be confused with the other OG cut named for the locale, the 818 OG has a very fruity flavor that is quite different from the sour, earthy fuel taste found in the SFV OG. ",4,['Indica'],"['happy', 'dry', 'giggly', 'sleepy', 'relaxed', 'euphoric', 'Mouth', 'Uplifted']","['pain', 'Depression', 'Insomnia', 'inflammation']","['earthy', 'Flowery', 'diesel']","[' ', 'name', 'telephone', 'area', 'code', 'San', 'Fernando', 'Valley', 'Los', 'Angeles', '818', 'OG', 'OG', 'Kush', 'strain', 'popular', 'patient', 'treat', 'pain', 'loss', 'appetite', 'insomnia', 'confuse', 'OG', 'cut', 'name', 'locale', '818', 'OG', 'fruity', 'flavor', 'different', 'sour', 'earthy', 'fuel', 'taste', 'find', 'SFV', 'OG', '  ']","['find', 'Confuse', 'San', '  ', 'Depression', 'Locale', '\xa0 ', 'relaxed', 'Fuel', 'Area', 'Uplifted', 'Happy', 'Dry', 'Code', 'Los', 'Diesel', 'Fruity', 'Cut', 'giggly', 'sleepy', 'Indica', 'Treat', 'appetite', 'Pain', 'Valley', 'Angeles', 'Fernando', 'Popular', 'Strain', 'loss', 'taste', 'Insomnia', 'Sfv', '818', 'euphoric', 'sour', 'Flowery', ' ', 'Flavor', 'Earthy', 'Patient', 'Telephone', 'Mouth', 'Og', 'inflammation', 'Different', 'Kush']"
17,17,831 Og,Indica,,,,"831 OG, aka Santa Cruz OG, is an indica-dominant strain developed by 831 Organiks. Created by crossing the rare and potent Inferno F1 cut with the West Coast mainstay, SFV OG, this combination of heavyweight indicas imbues consumers with deep relaxation that borders on sleepy, especially with continued consumption. The aroma is pure fuel while the flavor opens up with notes of pine, earth, and lemon. Enjoy this strain near the end of the day, but beware, this strain has been known to reach toward 30% THC.  ",4,['Indica'],[],[],[],"['831', 'OG', 'aka', 'Santa', 'Cruz', 'OG', 'indica', 'dominant', 'strain', 'develop', '831', 'Organiks', 'create', 'cross', 'rare', 'potent', 'Inferno', 'F1', 'cut', 'West', 'Coast', 'mainstay', 'SFV', 'OG', 'combination', 'heavyweight', 'indica', 'imbue', 'consumer', 'deep', 'relaxation', 'border', 'sleepy', 'especially', 'continued', 'consumption', 'aroma', 'pure', 'fuel', 'flavor', 'open', 'note', 'pine', 'earth', 'lemon', 'enjoy', 'strain', 'near', 'end', 'day', 'beware', 'strain', 'know', 'reach', '30', 'thc', '  ']","['end', 'Earth', 'Cruz', 'create', '\xa0 ', 'rare', 'develop', 'consumption', 'Fuel', 'Lemon', 'Near', 'Consumer', 'Note', '831', 'know', 'Cut', 'Pure', 'Combination', 'Indica', 'Sleepy', 'especially', 'Open', 'Inferno', 'Relaxation', 'continue', 'Strain', 'Pine', 'Day', 'Cross', 'Coast', 'Beware', 'Heavyweight', 'Aka', 'Sfv', 'Deep', 'reach', 'Imbue', 'Border', 'Santa', 'potent', '30', 'Mainstay', 'Organiks', 'Thc', 'West', 'Aroma', 'Flavor', 'Dominant', 'Enjoy', 'Og', 'F1']"
18,18,9 Pound Hammer,"Hybrid, Indica","Happy, Euphoric, Relaxed, Hungry, Anxious, Mouth, Dry, Sleepy","Stress, Pain, Muscle, Insomnia, Spasm, Depression","Earthy, Sweet, Berry"," 9 Pound Hammer is an 80% indica strain that crosses Gooberry, Hells OG, and Jack the Ripper. These dense buds are coated in resin, offering sweet grape and lime flavors. True to its indica dominance, effects are heavy and long-lasting, useful for pain and stress relief. Best grown indoors, 9 Pound Hammer will deliver a heavy yield, flowering between 50 and 60 days.",2,"['Indica', 'Hybrid']","['happy', 'dry', 'anxious', 'sleepy', 'relaxed', 'hungry', 'euphoric', 'Mouth']","['spasm', 'Pain', 'Stress', 'Depression', 'Muscle', 'Insomnia']","['earthy', 'Berry', 'Sweet']","[' ', '9', 'Pound', 'Hammer', '80', 'indica', 'strain', 'cross', '  ', 'Gooberry', 'Hells', 'OG', 'Jack', 'Ripper', 'dense', 'bud', 'coat', 'resin', 'offer', 'sweet', 'grape', 'lime', 'flavor', 'true', 'indica', 'dominance', 'effect', 'heavy', 'long', 'last', 'useful', 'pain', 'stress', 'relief', 'best', 'grown', 'indoor', '9', '  ', 'Pound', 'Hammer', 'deliver', 'heavy', 'yield', '  ', 'flower', '  ', '50', '60', 'day']","['pound', 'Gooberry', '  ', 'Depression', 'Hybrid', '80', 'Sweet', 'Dominance', 'Heavy', 'good', 'yield', 'relaxed', 'useful', 'effect', '50', 'Stress', 'Happy', 'dry', 'anxious', 'Relief', 'offer', 'grow', 'sleepy', 'Indica', 'deliver', 'Long', 'Grape', 'Og', 'Ripper', 'Pain', 'Berry', 'Strain', 'Day', 'Cross', 'Insomnia', 'Hungry', 'euphoric', 'Resin', 'Hells', 'true', 'dense', 'Lime', 'Flower', 'Bud', 'Jack', 'Spasms', ' ', 'Flavor', 'Indoor', 'Muscle', 'Earthy', '60', 'Mouth', '9', 'Hammer', 'Glendora', 'Coat']"
19,19,91 Krypt,Indica,"Happy, Euphoric, Relaxed, Hungry, Uplifted, Mouth, Dry, Tingly, Talkative","Stress, Lack, Appetite, Nausea, Depression","Earthy, Pungent, Sweet, Berry"," 91 Krypt by DNA Genetics is a potent strain by many names. Bred from the Chemdawg ‘91 stock crossed with DNA’s famous Captain Krypt OG, this strain was created for high potency cannabis consumers. It emits a deep, dank terpene profile that fills the room with skunk and swampy earth. With a THC content pushing over 20% on average, enjoy 91 Krypt to stimulate appetite while harnessing full body relaxation.",4,['Indica'],"['tingly', 'happy', 'Dry', 'relaxed', 'talkative', 'hungry', 'euphoric', 'Mouth', 'Uplifted']","['lack', 'stress', 'Depression', 'Appetite', 'nausea']","['earthy', 'Berry', 'pungent', 'sweet']","[' ', '91', 'Krypt', 'DNA', 'Genetics', 'potent', 'strain', 'name', 'breed', 'Chemdawg', '  ', '91', 'stock', 'cross', 'DNA', 'famous', 'Captain', 'Krypt', 'OG', 'strain', 'create', 'high', 'potency', 'cannabis', 'consumer', 'emit', 'deep', 'dank', 'terpene', 'profile', 'fill', 'room', 'skunk', 'swampy', 'earth', 'thc', 'content', 'push', '20', 'average', 'enjoy', '91', 'Krypt', 'stimulate', 'appetite', 'harness', 'body', 'relaxation']","['Body', 'Harness', 'Profile', 'Earth', 'Swampy', '  ', 'Depression', 'Push', 'Krypt', 'sweet', 'create', 'enjoy', 'relaxed', '20', 'Potency', 'Uplifted', 'Consumer', 'Stress', 'Tingly', 'happy', 'dry', 'emit', 'Fill', 'Skunk', 'Indica', 'Genetics', 'Appetite', 'Cannabis', 'Chemdawg', 'Room', 'stimulate', 'Nausea', 'relaxation', 'Breed', 'high', 'pungent', 'Captain', 'Average', '91', 'Berry', 'Strain', 'Cross', 'Famous', 'hungry', 'Terpene', 'Euphoric', 'Dna', 'Deep', 'lack', 'potent', 'Thc', ' ', 'Stock', 'Earthy', 'talkative', 'Content', 'Mouth', 'Og', 'Dank']"
20,20,98 White Widow,Hybrid,"Happy, Relaxed, Energetic, Aroused, Creative",,"Floral, Violet, Diesel","The ‘98 Aloha White Widow is an especially potent cut of White Widow that has grown in renown alongside Hawaiian legends like Maui Wowie and Kona Gold. This White Widow phenotype reeks of diesel and skunk and has a rich earthy taste with intermittent notes of hash. Its buds are coated in trichomes, giving its dark foliage a lustrous glint to go along with its room-filling odor. This one-hitter-quitter uplifts the mind with mind-bending euphoria that materializes in the body as airy relaxation. ‘98 Aloha White Widow is available from Pua Mana 1st Hawaiian Pakalōlō Seed Bank.  ",5,['hybrid'],"['aroused', 'energetic', 'happy', 'relaxed', 'creative']",[],"['flowery', 'Violet', 'diesel']","['98', 'Aloha', 'White', 'Widow', 'especially', 'potent', 'cut', 'White', 'Widow', 'grow', 'renown', 'alongside', 'hawaiian', 'legend', 'like', 'Maui', 'Wowie', 'Kona', 'Gold', 'White', 'Widow', 'phenotype', 'reeks', 'diesel', 'skunk', 'rich', 'earthy', 'taste', 'intermittent', 'note', 'hash', 'bud', 'coat', 'trichome', 'give', 'dark', 'foliage', 'lustrous', 'glint', 'room', 'fill', 'odor', 'hitter', 'quitter', 'uplift', 'mind', 'mind', 'bend', 'euphoria', 'materialize', 'body', 'airy', 'relaxation', '98', 'Aloha', 'White', 'Widow', 'available', 'Pua', 'Mana', '1st', 'Hawaiian', 'Pakalōlō', 'Seed', 'Bank', '  ']","['Pakalōlō', 'White', 'Body', 'Euphoria', 'Widow', 'Phenotype', 'Quitter', 'Hybrid', 'Gold', 'Bank', 'Hitter', 'Uplift', 'Mana', '\xa0 ', 'relaxed', '1st', 'Mind', 'wowie', 'arouse', 'grow', 'Reeks', 'Happy', 'Aloha', 'Legend', 'Skunk', 'Diesel', 'Note', 'Cut', 'Dark', 'Fill', 'Materialize', 'Trichome', 'Room', 'especially', 'Kona', 'Renown', 'alongside', 'Glint', 'relaxation', 'energetic', 'Bend', 'Rich', 'Taste', 'Pua', '98', 'foliage', 'Odor', 'creative', 'Flowery', 'airy', 'potent', 'Hash', 'available', 'Bud', 'Maui', 'Hawaiian', 'lustrous', 'Violet', 'Earthy', 'intermittent', 'Seed', 'like', 'coat']"
21,21,A 10,Indica,"Happy, Focused, Paranoid, Relaxed, Energetic, Uplifted, Mouth, Dry, Sleepy","Stress, Pain, Muscle, Spasms, Insomnia, Depression","Pungent, Sweet, Citrus"," A-10 has an earthy, hashy taste that provides a very heavy body stone.  Frequently used to treat insomnia and chronic pain.",4,['Indica'],"['energetic', 'happy', 'dry', 'sleepy', 'paranoid', 'focus', 'relaxed', 'Mouth', 'Uplifted']","['pain', 'stress', 'Spasms', 'Depression', 'Muscle', 'Insomnia']","['citrus', 'pungent', 'sweet']","[' ', 'A-10', 'earthy', 'hashy', 'taste', 'provide', 'heavy', 'body', 'stone', '  ', 'frequently', 'treat', 'insomnia', 'chronic', 'pain']","['body', 'provide', '  ', 'Depression', 'Hashy', 'Heavy', 'Sweet', 'Focused', 'relaxed', 'Uplifted', 'Stress', 'A-10', 'Happy', 'Dry', 'frequently', 'Treat', 'sleepy', 'Indica', 'Stone', 'Pain', 'energetic', 'pungent', 'taste', 'Insomnia', 'Chronic', 'spasm', ' ', 'Muscle', 'earthy', 'paranoid', 'Citrus', 'Mouth']"
22,22,Aberdeen,Hybrid,"Giggly, Euphoric, Energetic, Uplifted, Sleepy",,"Menthol, Blueberry, Cheese, Chemical","Aberdeen is a variety of Agent Orange grown by Canadian LP Aphria. Like Agent Orange, Aberdeen combines the genetics of Orange Velvet and Jack the Ripper to create a mix of sweet orange and citrus flavors. The happy, uplifting effects of Aberdeen mirror Agent Orange and are regularly prescribed for anxiety, migraines, and gastrointestinal disorder.",5,['hybrid'],"['energetic', 'giggly', 'sleepy', 'euphoric', 'uplifted']",[],"['Cheese', 'Blue', 'Menthol', 'Chemical']","['Aberdeen', 'variety', 'Agent', 'Orange', 'grow', 'canadian', 'LP', 'Aphria', 'like', 'Agent', 'Orange', 'Aberdeen', 'combine', 'genetic', 'Orange', 'Velvet', 'Jack', 'Ripper', 'create', 'mix', 'sweet', 'orange', 'citrus', 'flavor', 'happy', 'uplifting', 'effect', 'Aberdeen', 'mirror', 'Agent', 'Orange', 'regularly', 'prescribe', 'anxiety', 'migraine', 'gastrointestinal', 'disorder']","['regularly', 'Lp', 'Hybrid', 'sweet', 'create', 'Chemical', 'Effect', 'Disorder', 'Uplifted', 'Velvet', 'grow', 'Happy', 'Mix', 'giggly', 'sleepy', 'gastrointestinal', 'uplifting', 'Combine', 'Ripper', 'Cheese', 'energetic', 'Orange', 'Blue', 'Anxiety', 'Menthol', 'Euphoric', 'Mirror', 'Genetic', 'Prescribe', 'Migraine', 'Canadian', 'Agent', 'Jack', 'Aphria', 'Flavor', 'Aberdeen', 'Citrus', 'Variety', 'like']"
23,23,Abusive Og,"Hybrid, Indica","Happy, Giggly, Euphoric, Relaxed, Hungry, Anxious, Mouth, Dry, Sleepy","Stress, Pain, Lack, Appetite, Insomnia, Depression","Diesel, Earthy, Pine, Citrus"," A popular Californian cut of OG Kush, Abusive OG is an indica strain that inherited the nickname of its original grower. Despite its violent name, Abusive OG will ease you into in a peaceful state of mind that fades over time to a full-body relaxation. True to its OG genetics, Abusive OG has an earthy spice aroma with subtle lemon undertones. Patients who don’t mind mental haziness might choose this strain to remedy pain, anxiety, appetite loss, and sleeplessness at the end of their day. Abusive OG may not produce the highest yields in the garden, but makes up for it with resin-caked buds.",2,"['Indica', 'Hybrid']","['happy', 'dry', 'anxious', 'giggly', 'sleepy', 'relaxed', 'hungry', 'euphoric', 'Mouth']","['pain', 'lack', 'stress', 'Depression', 'Appetite', 'Insomnia']","['earthy', 'Diesel', 'Citrus', 'Pine']","[' ', 'popular', 'californian', 'cut', 'OG', 'Kush', 'Abusive', 'OG', 'indica', 'strain', 'inherit', 'nickname', 'original', 'grower', 'despite', 'violent', 'Abusive', 'OG', 'ease', 'peaceful', 'state', 'mind', 'fade', 'time', 'body', 'relaxation', 'true', 'OG', 'genetics', 'Abusive', 'OG', 'earthy', 'spice', 'aroma', 'subtle', 'lemon', 'undertone', 'patient', 'mind', 'mental', 'haziness', 'choose', 'strain', 'remedy', 'pain', 'anxiety', 'appetite', 'loss', 'sleeplessness', 'end', 'day', 'abusive', 'OG', 'produce', 'high', 'yield', 'garden', 'make', 'resin', 'cake', 'bud']","['mental', 'Body', 'end', 'subtle', '  ', 'Depression', 'Hybrid', 'Produce', 'yield', 'relaxed', 'Lemon', 'violent', 'Mind', 'Grower', 'Stress', 'Happy', 'dry', 'anxious', 'Diesel', 'Ease', 'Cut', 'choose', 'giggly', 'sleepy', 'Indica', 'Genetics', 'Appetite', 'Californian', 'Nickname', 'Sleeplessness', 'Time', 'Relaxation', 'Pain', 'High', 'Spice', 'Popular', 'Pine', 'Strain', 'Original', 'anxiety', 'Loss', 'Day', 'Garden', 'Insomnia', 'Cake', 'Hungry', 'Inherit', 'euphoric', 'state', 'resin', 'true', 'despite', 'abusive', 'fade', 'lack', 'Bud', 'Aroma', ' ', 'Peaceful', 'earthy', 'Patient', 'Undertone', 'Citrus', 'Remedy', 'Haziness', 'Mouth', 'Og', 'Kush']"
24,24,Acapulco Gold,Sativa,"Happy, Euphoric, Paranoid, Relaxed, Energetic, Creative, Anxious, Uplifted, Mouth, Dry","Stress, Pain, Lack, Appetite, Depression","Earthy, Pungent, Sweet, Citrus"," One of the most well-known strains, Acapulco Gold has been likened to dinner at a five-star restaurant. The strain comes from the areas in and around Acapulco, Mexico. Its orange hairs resemble a gold nugget, with gold, green, and brown colors of resin collecting on the buds. An aroma of burnt toffee lingers when the bud is broken up. Acapulco Gold has a reputation for being one of the best cannabis strains ever created, and is becoming more difficult to find due to more growers moving indoors. ",3,['sativa'],"['energetic', 'happy', 'dry', 'anxious', 'creative', 'paranoid', 'relaxed', 'euphoric', 'Mouth', 'Uplifted']","['pain', 'lack', 'stress', 'Depression', 'appetite']","['earthy', 'Citrus', 'pungent', 'sweet']","[' ', 'know', 'strain', 'Acapulco', 'Gold', 'liken', 'dinner', 'star', 'restaurant', 'strain', '  ', 'come', 'area', 'Acapulco', 'Mexico', 'orange', 'hair', 'resemble', 'gold', 'nugget', 'gold', 'green', 'brown', 'color', 'resin', 'collecting', 'bud', 'aroma', 'burn', 'toffee', 'linger', 'bud', 'break', '  ', 'Acapulco', 'Gold', '  ', 'reputation', '  ', 'good', 'cannabis', 'strain', 'create', 'difficult', 'find', 'grower', 'move', 'indoors', '  ']","['Star', 'Mexico', 'good', 'find', 'Brown', '  ', 'depression', 'sativa', 'sweet', 'resemble', 'gold', 'Green', 'create', '\xa0 ', 'relaxed', 'Linger', 'Area', 'Uplifted', 'come', 'Hair', 'Grower', 'Stress', 'Happy', 'dry', 'anxious', 'collect', 'know', 'Cannabis', 'Appetite', 'Toffee', 'Nugget', 'Indoors', 'Pain', 'energetic', 'pungent', 'Orange', 'Break', 'strain', 'Burn', 'Liken', 'difficult', 'creative', 'euphoric', 'Resin', 'restaurant', 'reputation', 'lack', 'Acapulco', 'Bud', 'Aroma', ' ', 'Dinner', 'earthy', 'paranoid', 'Citrus', 'Color', 'Mouth']"
25,25,Acdc,Hybrid,"Happy, Focused, Euphoric, Relaxed, Uplifted",,"Earthy, Wood, Pine","ACDC is a sativa-dominant phenotype of the high-CBD cannabis strain, Cannatonic. One remarkable characteristic of ACDC is its THC:CBD ratio of 1:20, meaning this strain induces no psychoactive effects. Tests have put ACDC’s CBD content as high as 19%, which helps many patients treat pain, anxiety, epilepsy, multiple sclerosis, and the negative effects of chemotherapy, all without intoxication.",5,['hybrid'],"['happy', 'focused', 'relaxed', 'euphoric', 'uplifted']",[],"['earthy', 'Pine', 'Woody']","['ACDC', '  ', 'sativa', 'dominant', 'phenotype', 'high', 'CBD', '  ', 'cannabis', 'strain', 'Cannatonic', 'remarkable', 'characteristic', 'ACDC', 'THC', 'CBD', 'ratio', '1:20', 'mean', 'strain', 'induce', 'psychoactive', 'effect', 'test', 'ACDC', 'CBD', 'content', 'high', '19', 'help', 'patient', 'treat', 'pain', 'anxiety', 'epilepsy', 'multiple', 'sclerosis', 'negative', 'effect', 'chemotherapy', 'intoxication']","['multiple', '  ', 'sativa', 'Phenotype', 'Hybrid', 'Focused', 'relaxed', 'Intoxication', 'Effect', 'Uplifted', 'Happy', 'characteristic', 'Treat', 'Cannabis', 'induce', 'Test', 'high', 'Pain', 'Cannatonic', 'Cbd', 'Pine', 'Acdc', 'Strain', '19', 'Help', 'anxiety', 'Epilepsy', 'ratio', 'remarkable', 'mean', 'euphoric', 'Sclerosis', '1:20', 'negative', 'Thc', 'Woody', 'earthy', 'patient', 'psychoactive', 'Dominant', 'Content', 'Chemotherapy']"
